1996 Item,Higher Confidence Source,Final Confidence Level,Final Predicted HS Code
Described in additional U.S note 10 to chapter 4 and entered pursuant to its provisions,HF,0.4900965690612793,98220125
Described in additional U.S note 10 to chapter 4 and entered pursuant to its provisions,HF,0.4900965690612793,98220125
Described in additional U.S note 10 to chapter 4 and entered pursuant to its provisions,HF,0.4900965690612793,98220125
Described in additional U.S note 14 to chapter 4 and entered pursuant to its provisions,HF,0.4982087016105652,98220530
Described in additional U.S note 17 to this chapter and entered pursuant to its provisions,GPT,0.6163193583488464,99990056
Described in additional U.S note 18 to this chapter and entered pursuant to its provisions,HF,0.5384131669998169,99150441
Described in additional U.S note 2 to this chapter and entered pursuant to its provisions,HF,0.5999715328216553,98220125
Described in additional U.S note 22 to this chapter and entered pursuant to its provisions,GPT,0.5959457159042358,99990062
Described in additional U.S note 3 to this chapter and entered pursuant to its provisions,HF,0.5367065668106079,98220125
Described in additional U.S note 5 to this chapter and entered pursuant to its provisions,HF,0.5011755228042603,99170459
Described in additional U.S note 5 to this chapter and entered pursuant to its provisions,HF,0.5011755228042603,99170459
Described in additional U.S note 5 to this chapter and entered pursuant to its provisions,HF,0.5011755228042603,99170459
Described in additional U.S note 5 to this chapter and entered pursuant to its provisions,HF,0.5011755228042603,99170459
Described in additional U.S note 6 to this chapter and entered pursuant to its provisions,HF,0.5446994304656982,98220530
Described in additional U.S note 7 to chapter 17 and entered pursuant to its provisions,HF,0.4970496892929077,98220530
Described in additional U.S note 7 to chapter 17 and entered pursuant to its provisions,HF,0.4970496892929077,98220530
Described in additional U.S note 7 to chapter 17 and entered pursuant to its provisions,HF,0.4970496892929077,98220530
Described in additional U.S note 7 to chapter 17 and entered pursuant to its provisions,HF,0.4970496892929077,98220530
Described in additional U.S note 7 to this chapter and entered pursuant to its provisions,GPT,0.5714420080184937,99990056
Described in additional U.S note 8 to chapter 17 and entered pursuant to its provisions,HF,0.5193716883659363,99150441
Described in additional U.S note 9 to this chapter and entered pursuant to its provisions,HF,0.5079765319824219,98220125
Described in additional U.S. note 9 to this chapter and entered pursuant to its provisions,HF,0.5143834948539734,98220125
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
Described in general note 15 of the tariff schedule and entered pursant to its provisions,GPT,0.6270293593406677,99990062
"Desonide, epinephrine, epinephrine hydrochloride, nandrolone phenpropionate, and 1-thyroxine (levothyroxine), sodium",HF,0.7103198766708374,29379040
"Diphenyldichlorosilane, and phenyltrichlorosilane",HF,0.9953624606132508,29319005
"Direct dyes and preparations based thereon, nesi",HF,0.9412370920181274,32041450
"Disinfectants, containing any aromatic or modified aromatic disinfectant",HF,1.0000001192092896,38089410
"Disodium sulfate, crude (Salt cake)",HF,1.0,28331110
Disposable briefs and panties designed for one-time use,HF,0.8166727423667908,61082210
"Distillate and residual fuel oils (including blends) derived from bituminous minerals, testing under 25 degrees A.P.I.",HF,0.9598989486694336,27101906
"Dobbies and Jacquards, card reducing, copying, punching or assembling machines for use with machines of heading 8444, 8445, 8446 or 8447",HF,1.0,84481100
Double or complex silicates,HF,0.9999999403953552,28421000
"Drawing paper, weighing over 150 g/m2, cont. n/o 10% by weight total fiber content obtained by mechanical process, in rolls or sheets",HF,0.8656468391418457,48025520
"Drawn and blown glass sheets nesi, in rectangular shape, not over 1.5 mm in thickness, over 0.26 m2 in area",HF,0.8068335652351379,70049020
"Dried fennel, marjoram, parsley, savory and tarragon, crude or not manufactured",HF,1.0,7129060
"Drinking glasses of glass nesi, valued over $3 but not over $5 each, not cut or engraved",HF,0.8752550482749939,70133760
Drugs,GPT,0.5258325338363647,30045040
"Dyed plain weave fabrics of cotton, nesi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of number 42 or lower",HF,0.983415186405182,52083230
Edge-glued lumber,HF,0.8372004628181458,44219994
"Edible offal of swine, fresh or chilled",HF,1.0000001192092896,2063000
Electrical central office telephone switching apparatus,GPT,0.6459472179412842,90304000
"Electrical ignition or starting equipment of a kind used for spark-ignition internal-combustion or compression-ignition engines, nesi",HF,0.953649640083313,85118060
Electrical lighters,HF,0.7997606992721558,96139040
"Electrical telephonic switching apparatus, nesi",HF,0.6860698461532593,85437060
Electronic calculators capable of operation without an external source of power,HF,0.7935938239097595,84701000
Essential oils of lemon,HF,1.0,33011300
Essential oils of orris,HF,1.0000001192092896,33012920
Estrogens and progestins obtained directly or indirectly from animal or vegetable materials,HF,1.0000001192092896,29372310
"Ethoxyquin (1,2-Dihydro-6-ethoxy-2,2,4-trimethylquinoline)",HF,1.0,29334910
Ethyl 2- 4- (6chloro-2-benzoxazolyl)-oxy phenoxy propanoate (fenoxaprop ethyl),HF,0.9509328603744508,29349907
Ethylene dibromide,HF,0.8276827931404114,29036210
Ethylenebistetrabromophthalimide,HF,1.0000001192092896,29251910
Ethylenediamine and its salts,HF,1.0,29212100
"Fabrics specified in note 9 to section XI, of synthetic filament yarn, nesi",HF,0.9370577931404114,54073090
"Fabrics specified in note 9 to section XI, of synthetic filament yarn, over 60 percent by weight of plastics",HF,0.978206992149353,54073010
Fastener fabric tapes,HF,0.7689419388771057,58061024
"Ferments, excluding yeasts",HF,1.000000238418579,30029010
Ferrochromium containing by weight more than 3 percent but not more than 4 percent of carbon,HF,1.0,72024910
Fescue seed of a kind used for sowing,HF,0.975760579109192,12092300
"Fiberboard of a density exceeding 0.5 but not exceeding 0.8 g/cm3, not mechanically worked or surface covered",HF,0.9873042702674866,44119210
"Figs, provisionally preserved, but unsuitable in that state for immediate consumption",HF,1.0,8129030
"Film in rolls, without sprocket holes, of a width exceeding 610 mm and of a length exceeding 200 m, for color photography",HF,1.0000001192092896,37024101
"Filter blocks, slabs and plates of paper pulp",HF,1.0,48120000
"Filtering or purifying machinery and apparatus for liquids, nesi",HF,0.9483883380889891,84212900
"Fish balls, cakes and puddings, not in oil, not in immediate containers, weighing with their contents not over 6.8 kg each",HF,1.0000001192092896,16042030
"Fish hooks, snelled",HF,1.0,95072040
"Fish landing nets, butterfly nets and similar nets",HF,1.0000001192092896,95079060
"Fish sticks and similar products of any size or shape, if breaded, coated with batter or similarly prepared, not cooked nor in oil",HF,1.0000001192092896,16042040
Fishing reels valued not over $2.70 each,HF,0.9807217121124268,95073020
"Fixed focus, hand held, 110 cameras",HF,1.0,90065905
"Fixed, multiple and variable ratio speed changers, not imported for use with machines for making cellulosic pulp, paper or paperboard",HF,1.0,84834050
"Flat-rolled products of alloy steel nesi, of a width of 300 mm but less than 600 m, cold-rolled",GPT,0.8171868324279785,72209000
"Flat-rolled products of alloy steel nesi, of a width of less than 300 mm, hot-rolled, less than 4.75 mm thick",HF,0.7821648120880127,72269901
Flat-rolled products of iron or nonalloy steel plated or coated with chromium oxides or with chromium and chromium oxides,HF,0.8549368977546692,72105000
"Flat-rolled products of stainless steel, of a width of 600 mm or more, hot-rolled, in coils, less than 3 mm thick",HF,0.9241141080856324,72192400
Flax tow and waste (including yarn waste and garnetted stock),HF,1.0,53013000
"Flaxseed (linseed), whether or not broken",HF,1.0000001192092896,12040000
"Flexible plastic tubes, pipes and hoses, nesi",HF,0.9567842483520508,39173900
"Flexible tubing of iron or steel, without fittings",HF,0.982856512069702,83071060
Floor coverings of agglomerated cork,HF,1.000000238418579,45041030
"Floral or flower waters, not containing alcohol",HF,1.000000238418579,33030010
"Food coloring solutions, containing cochineal carmine lake and paprika oleo resins, but not including any synthetic organic coloring matter",HF,0.8922891616821289,32050005
Footwear with outer soles of leather and uppers of leather straps across the instep and around the big toe,HF,0.9144478440284728,64032000
"Footwear with outer soles of rubber or plastics, nesi, having uppers of which over 50% of the external surface area is leather",HF,0.8653976917266846,64039130
"Footwear with uppers of leather, made on a base or platform of wood",HF,0.8511859178543091,64039920
"Footwear with uppers of leather, made on a base or platform of wood, not having an inner sole or a protective metal toe-cap",HF,0.9234004020690918,64035910
Forks of base metal plated with precious metal,HF,0.9784532189369202,82159130
Forks with silver handles,HF,0.8386297225952148,71141120
"Fresh or chilled retail cuts of ham, shoulders and cuts thereof, with bone in",HF,1.000000238418579,2031210
Furniture designed to receive refrigerating or freezing equipment,HF,1.0,84189100
Fused magnesia and dead-burned (sintered) magnesia,HF,0.8358940482139587,25199010
"Gas compressors, nesi",HF,0.9059322476387024,84148020
"Glassware used for toilet, office, indoor decoration or similar purposes nesi, valued over $5 each, cut or engraved",HF,0.9484969973564148,70139970
"Gloves, mittens and mitts, knitted or crocheted, of cotton, with fourchettes",HF,0.9229819774627686,61169954
"Gloves, mittens and mitts, knitted or crocheted, of wool or fine animal hair",HF,1.0,61169100
"Gloves, mittens and mitts, nesi, knitted or crocheted, of synthetic fibers, containing 23 % or more of wool or fine animal hair, without fourchettes",HF,0.9038755893707277,61169100
"Gloves, mittens and mitts, not ski, not knitted or crocheted, of cotton, not impregnated/coated with plastics/rubber, with fourchettes",HF,0.889011561870575,61169288
"Gloves, nesi, of plastics",HF,0.9577333331108092,39262040
"Glucose and glucose syrup, not containing fructose or in the dry state less than 20 percent by weight of fructose, nesi",HF,0.972415566444397,17023040
"Golf clubs, complete",HF,1.0,95063100
Golf shoes,HF,0.7294273376464844,64031910
Goods described in additional U.S. note 4(a) to section XI.,HF,0.7274043560028076,99990062
"Grapefruit juice, nesi, unfermented and not containing added spirit",HF,0.7934221029281616,20091100
"Grapefruit, fresh or dried, if entered during the period November 1 through the following July 31, inclusive",HF,0.9116945266723632,8054080
"Halo-isobutene-isoprene rubber (CIIR or BIIR), in primary forms or in plates, sheets or strip",HF,1.0,40023900
"Hammers and sledge hammers, with heads not over 1.5 kg each, and parts thereof, of base metal",HF,0.9818386435508728,82052030
"Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery",HF,1.0,62132010
"Handkerchiefs, not knitted or crocheted, of textile materials, nesi",HF,0.9645044803619384,62139020
Handmade paper and paperboard,HF,1.000000238418579,48021000
"Hat-racks, hat pegs, brackets and similar fixtures, and parts thereof, of base metal",HF,0.98775053024292,83025000
Having an outer surface impregnated coated covered or laminated with rubber or plastics material which completely obscures the underlying fabric,GPT,0.6045113801956177,59039018
"Helicopters, of an unladen weight exceeding 2,000 kg",HF,0.9161869287490844,88021201
"Herbicides, antisprouting products and plant-growth regulators, nesi, containing an inorganic substance, for retail sale",HF,0.9522147178649902,38089320
"Hollow bars, seamless, of iron or nonalloy steel, nesi, of circular cross section, cold-drawn or cold-rolled",HF,0.9149362444877625,73043130
Hollow profiles,GPT,0.6728403568267822,76042100
"Hop cones, fresh or dried, neither ground, powdered nor in the form of pellets",HF,1.0,12101000
Hydraulic and pneumatic automatic regulating or controlling instruments and apparatus,HF,1.000000238418579,90328100
"Hydraulic jacks and hoists, nesi",HF,0.9352718591690063,84254200
Hydrogen chloride (Hydrochloric acid),HF,1.0000001192092896,28061000
Hydroxycitronellal,HF,1.0,29124955
"Imitation gemstones, of plastics",HF,1.0,39269040
In airtight containers,GPT,0.7001127004623413,98130045
India ink drawing pens,HF,0.7756575942039491,32159010
Inflatable rafts,HF,0.8802232146263123,89071000
Inositols,HF,1.0000001192092896,29061310
"Instrument panel clocks for vehicles, air/spacecraft or vessels, w/clock or watch movement < 50 mm wide, nonelectric",HF,1.0,91040060
"Insulating fittings for electrical machines, appliances or equipment, of ceramics nesi",HF,0.9457676410675048,85471080
"Interchangeable tools nesi, not suitable for cutting metal, not for hand tools, and parts thereof, of base metal",HF,0.8744800686836243,82079060
Isophytol,HF,1.0000001192092896,29052220
"Jojoba oil and its fractions, whether or not refined, not chemically modified",HF,1.0,15159060
"Kitchen and butcher knives having fixed blades, with rubber or plastics handles",HF,0.9776682257652284,82119220
Knives with silver handles,HF,0.8333838582038879,71141110
"Lead bars, rods, profiles and wire",HF,0.9727835655212402,78060003
Lead bullion,HF,0.787078857421875,78019930
"Leaf springs and leaves therefor, of iron or steel, suitable for motor vehicle suspension, for motor vehicles of a G.V.W. <= 4 metric tons",HF,0.9387975931167604,73201060
"Leaf springs and leaves therefor, of iron or steel, suitable for motor vehicle suspension, for motor vehicles of a G.V.W. > 4 metric tons",HF,0.9451451301574708,73201060
"Lentils, uncooked or cooked by steaming or boiling in water, frozen",HF,1.0000001192092896,7102915
"Letter clips, letter corners, indexing tags and similar office articles nesi, and parts thereof, of base metal",HF,0.9738907217979432,83059060
Leucite; nepheline and nepheline syenite,HF,1.0,25293000
"Lighters nesi, of precious metal (except silver), of precious or semiprecious stones, or of such metal and such stones",GPT,0.6739095449447632,96138040
"Linoleum, whether or not cut to shape",HF,1.0000001192092896,59041000
"Loudspeakers nesi, not mounted in their enclosures",HF,0.8926501870155334,85182980
Low fuming brazing rods of copper-zinc base alloys (brass),HF,0.9786185622215272,74072150
"Lubricating preparations (incl. lubricant-based preparations), nesi",HF,0.9377668499946594,34039900
Luminescent grade having a purity of 99.99 percent or more by weight,HF,0.6585738062858582,28309010
"Mace, bombay or wild, ground",HF,0.8969017267227173,9082220
"Machine tools operated by electro-discharge processes, for working metal",HF,0.9999999403953552,84563010
"Machinery, apparatus and equipment of heading 8442, nesi",HF,0.887468159198761,84423001
Machines and appliances for testing the mechanical properties of metals,HF,1.0000001192092896,90241000
"Machines for making bags, sacks or envelopes of paper pulp, paper or paperboard",HF,1.000000238418579,84412000
"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps and topographical plans, printed, not in book form",HF,0.9581925272941588,49052000
Marble slabs,HF,0.7546933889389038,68029105
"Master alloys of copper, not containing by weight 5% or more but not more than 15% of phosphorus",HF,0.9738787412643432,74050060
"Meat and edible offal nesi, salted, in brine, dried or smoked; flour and meal, nesi",HF,0.8153953552246094,2109991
"Mechano-therapy appliances and massage apparatus, and parts and accessories thereof",HF,1.0000001192092896,90191020
"Medicaments containing insulin, in dosage form or packed for retail",HF,1.0,30043100
"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesi",HF,0.9491235017776488,62014075
"Men's or boys' ensembles, knitted or crocheted, of cotton",HF,1.0,61032200
"Men's or boys' shirts, knitted or crocheted, of cotton",HF,1.0000001192092896,61051000
"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of synthetic fibers, nesi",HF,0.9673097133636476,61033320
"Men's or boys' suits of wool or fine animal hair, not knitted or crocheted, nesi",HF,0.9812770485877992,62031190
"Men's or boys' suits, knitted or crocheted, of artificial fibers, nesi",HF,0.9735954403877258,61031050
"Men's or boys' trousers and breeches, not knitted or crocheted, of synthetic fibers, nesi, water resistant",HF,0.941763162612915,62034375
"Men's or boys' trousers, breeches and shorts, not knitted or crocheted, of artificial fibers, certified hand-loomed and folklore products",HF,1.0,62034935
"Men's or boys' trousers, breeches and shorts, not knitted or crocheted, of artificial fibers, nesi",HF,0.9443460702896118,61034315
Mercury,HF,1.0,28054000
Mica waste,HF,0.9679160714149476,25253000
"Mine wagon pushers, locomotive or wagon traversers, wagon tippers and similar railway wagon handling equipment",HF,0.7104232311248779,87169010
"Mineral or chemical fertilizers cont. two or three of the fertilizing elements nitrogen, phosphorus and potassium fertilizers, nesi",HF,0.9720275402069092,31059000
"Mirrors and reflectors used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",HF,1.0,90189010
Mixed linear alkybenzenes,HF,0.742619514465332,38170010
"Mixtures of 1,3,6-naphthalenetrisulfonic acid and 1,3,7-naphthalenetrisulfonic acid",HF,1.0,29041015
"Mixtures of 5- and 8-amino-2-naphthalenesulfonic acid, 2-naphthylamine-6-sulfonic acid, and o-naphthionic acid (1-amino 2-naphthalenesulfonic acid)",HF,0.9597269892692566,29214525
Mixtures of dinocap and application adjuvants,HF,1.0,38089205
"Mixtures of hydrocarbons nesi, containing by weight not over 50 percent of any single hydrocarbon compound, in liquid form",HF,0.7392183542251587,38249955
"Mixtures of vegetables nesi, uncooked or cooked by steaming or boiling in water, frozen",HF,0.8696581125259399,7109091
Mono- or disodium phosphates,HF,1.0,28352200
"Monumental or building stone and articles thereof, of stone, nesi, simply cut or sawn, with a flat or even surface",HF,0.9500285983085632,68022990
"Motor vehicles for transporting persons, golf carts and similar vehicles",HF,0.8596259355545044,87031050
Mules and hinnies imported for immediate slaughter,HF,1.0,1019030
"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 52 but n/o 80 nm, not put up for retail sale",HF,1.0000001192092896,52053400
"Mushrooms, fresh or chilled",HF,0.8737488985061646,7095991
"Mutes, collapsible musical instrument stands, and music holders for attachment to musical instruments of heading 9202",HF,0.8158824443817139,92099220
N-Methyl-2-pyrrolidone; and 2-pyrrolidone,HF,1.0,29337920
"Nails, tacks, corrugated nails, staples and similar articles of iron or steel, suitable for use in powder-actuated hand tools, not threaded",HF,0.9614471793174744,73170020
"Nails, tacks, corrugated nails, staples and similar articles of iron or steel, suitable for use in powder-actuated hand tools, threaded",HF,0.954616904258728,73170030
Naphthas (except motor fuel or motor fuel blending stock),HF,0.7194724678993225,27101225
Nativity scenes and figures thereof,HF,0.7383163571357727,95051030
Natural honey,HF,0.9999998807907104,4090000
Natural sodium borates,HF,0.6921730637550354,25280000
Nickel waste and scrap,HF,0.966513991355896,75030000
Nitric acid; sulfonitric acids,HF,1.0,28080000
"Nonadhesive plates, sheets, film, foil, strip, cellular, of polymers of vinyl chloride, with man-made textile fibers, n/o 70% plastics",HF,1.0,39211215
"Nonadhesive plates, sheets, film, foil, strip, noncellular, not reinforced of vinyl chloride polymers, flexible, patent leather imitation",HF,0.8498911857604979,39206310
Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,HF,1.0,29331945
"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring, nesi",HF,0.983005166053772,29332945
"Nonaromatic nitrile-function compounds, nesi",HF,0.9539228677749634,29269050
Nonaromatic ureines and their derivatives; and salts thereof,HF,1.0,29242150
"Nongraphic, nonbleached kraft paper and paperboard, nesi, coated on side(s), in rolls or sheets",HF,0.8687089085578918,48103965
"Nonrectangular plates, sheets and strip of aluminum, not alloyed, of a thickness exceeding 0.2 mm, clad",HF,0.8349503874778748,76061230
"Nonthreaded articles of iron or steel, nesi",HF,0.7962042689323425,73269086
"Nonwired float glass and surface ground or polished glass, nesi, in sheets, 10 mm or more in thickness",HF,0.9366596341133118,70052925
"Nopalitos, prepared or preserved by vinegar or acetic acid",HF,0.9371532797813416,20019033
Not lined with textile fabrics,HF,0.7028782367706299,63023900
Numerically controlled,HF,0.5509985089302063,84602400
Of cotton or man-made fibers,HF,0.7563950419425964,52030005
Of cotton or man-made fibers,HF,0.7563950419425964,52030005
Of cotton or man-made fibers,HF,0.7563950419425964,52030005
Of cotton or man-made fibers,HF,0.7563950419425964,52030005
Of plastics,HF,0.7608091831207275,39241030
Of vinyon,GPT,0.6700448989868164,55039010
"Oil well tubing of iron or nonalloy steel, open seamed or closed, nesi",HF,0.73244309425354,73042950
Okra,HF,0.6181787848472595,7099914
"One-handed secateurs, pruners and shears, (including poultry shears), and parts thereof, of base metal",HF,0.9830212593078612,82015000
"Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient, nesi",HF,0.9663337469100952,30063050
"Open railway or tramway freight cars, with nonremovable sides exceeding 60 cm in height, not self-propelled",HF,0.9313946962356568,86069200
"Organic composite solvents and thinners containing 5 to 25 percent, by weight of one or more aromatic substances",HF,1.0000001192092896,38140010
"P-Acetanisidide, p-acetoacetotoluidide, 4'-amino-n-methyl",HF,0.8032288551330566,29242901
"P-Sulfobenzoic acid, potassium salt",HF,0.7076354026794434,29182922
"Padlocks (key, combination, or electrically operated), of base metal, not of cylinder or pin tumbler construction, over 6.4 cm in width",HF,0.8801966309547424,83011090
Paints and varnishes (including enamels and lacquers) based on acrylic or vinyl polymers in a nonaqueous medium,HF,1.0,32082000
"Palladium, unwrought or in powder form",HF,1.0000001192092896,71102100
"Paper and paperboard labels, not printed, nesi",HF,0.9413717985153198,48219040
Parsley seeds of a kind used for sowing,HF,1.0000001192092896,12099150
"Parts and accessories of articles of heading 9301, except rifles and shotguns",HF,0.9675958156585692,93059940
Parts and accessories of machines for extruding or drawing man-made textile filaments,HF,1.0,84482010
"Parts and accessories of machines of heading 8445 or their auxiliary machinery, nesi",HF,0.9653019905090332,84483990
"Parts and accessories of nonelectrical instruments and apparatus for measuring or checking variables of liquids or gases, nesi",HF,0.9548497200012208,90269060
"Parts and accessories of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",HF,1.0,84732100
"Parts for machinery of heading 8433, nesi",HF,0.9578473567962646,84339050
"Parts of bearing housings and plain shaft bearings, nesi",HF,0.9358876943588256,84839030
Parts of can-sealing machines,HF,1.0000001192092896,84229011
"Parts of hand operated and check appliances for pipes, boiler shells, tanks, vats or the like, of iron or steel",HF,1.0,84819030
"Parts of machinery and plant, for making paper pulp, paper or paperbroad",HF,0.973538100719452,84199020
"Parts of machinery for preparing or making up tobacco, nesi",HF,0.9485917687416076,84789000
"Parts of machinery for preparing, tanning or working hides, skins or leather or making or repairing articles of same, nesi",HF,0.9682501554489136,84539050
"Parts of mowers for lawns, parks or sports grounds",HF,1.0,84339010
Parts of shotgun cartridges; air gun pellets,HF,0.9851313829421996,93062900
Parts of slide fasteners,HF,1.0000001192092896,96072000
"Parts of smoking pipes and cigar or cigarette holders and parts thereof, of metal",HF,0.9162849187850952,96140094
Peach jam,HF,1.0,20079935
"Pearl onions not over 16 mm in diameter, fresh or chilled",HF,1.0,7031030
"Peat (including peat litter), whether or not agglomerated",HF,1.0,27030000
"Pepper of the genus Piper, crushed or ground",HF,1.0000001192092896,9041200
"Percussion musical instruments, nesi, except for drums, cymbals, chimes, peals or carillons (for example, xylophones, castanets, maracas)",HF,0.9393594264984132,92060080
Pesticides made of halogenated derivatives of aromatic hydrocarbons,HF,0.9804116487503052,29039930
Petroleum bitumen,HF,1.0,27132000
"Petroleum coke, calcined",HF,0.9382591247558594,27131200
Phonograph records for sound or similarly recorded phenomena,HF,0.8503949642181396,85238010
Phosphorus pentachloride,HF,1.0,28121400
Photographic cameras of a kind used for preparing printing plates or cylinders,HF,0.9792554974555968,90065920
"Photographic discharge lamp (""electronic"") flashlight apparatus",HF,0.9941648244857788,90066100
"Photographic filters, mounted, and parts and accessories therefor",HF,0.9999999403953552,90022040
"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",HF,1.0,37040000
"Photosensitive semiconductor devices, nesi",HF,0.872974157333374,85414995
"Pictures, designs and photographs printed not over 20 years at time of importation, used in production of articles of heading 4901",HF,1.0,49119115
"Pineapple juice, not concentrated or not in concentration greater than 3.5 degrees, unfermented and not containing added spirit",HF,0.8316473960876465,20094920
"Pineapples, fresh or dried, reduced in size",HF,1.0,8043060
"Pituitary (anterior) or similar hormones, and their derivatives",GPT,0.6692811250686646,29379090
"Plain weave cotton fabrics, under 85% cotton weight, mixed mainly with m-m fibers, n/o 200g/m2, of number 42 or lower, of colored yarns",HF,0.9426908493041992,52104160
"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of number 69 or higher, of yarn of different colors",HF,1.0,52084180
"Plain weave fabrics of cotton, nesi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors",HF,0.9551856517791748,52094160
"Plaits and similar products of plaiting materials, whether or not assembled into strips",HF,0.9643998146057128,46019905
"Plates, sheets and strip of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",HF,0.9109088778495787,74094000
"Pocket lighters, gas fueled, refillable",HF,0.9217529892921448,96132000
